,tweet type,A_handle,A_follower_count,A_following_count,A_listed_count,A_posts,A_date,A_text,A_network_feature_1,A_network_feature_2,A_network_feature_3,B_handle,B_follower_count,B_following_count,B_listed_count,B_posts,B_date,B_text,B_network_feature_1,B_network_feature_2,B_network_feature_3,A-B_network_feature_3,A-B_listed_count,A-B_follower_count,cleaned_A_text,A_sentiment_score,A_sentiment,cleaned_B_text,B_sentiment_score,B_sentiment
4303,RT,China_Lyon,1665,595,48,743,Thu Mar 05 14:58:02 +0000 2020,"RT @Olympics: Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022

Amazing!…",1,0.0,0.125,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,394,1137546.13,0.162,-0.037000000000000005,-13099,-6562414,"['takes', 'amazing…', '’', 'silver', 'slopestyle', 'ailing', 'rt', 'beijing2022', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'olympics', 'second', 'eileen']",0.5696,Positive,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4304,Tweet,CarnageMovie,1088,0,23,91156,Wed Jun 24 10:03:02 +0000 2009,"China's Eileen Gu earned a silver medal in the women’s ski slopestyle, keeping alive her quest to become the first… https://t.co/Izpwh51zYc",2,0.0,0.0,CarnageMovie,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,2,0.0,0.0,0.0,-13124,-6562991,"['earned', '’', 'silver', 'slopestyle', 'keeping', 'first…', 'medal', 'alive', 'ski', 'women', 'quest', 'gu', 'chinas', 'httpstcoizpwh51zyc', 'become', 'eileen']",0.6908,Positive,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4305,RT,AHalcali,546,325,2,309909,Fri Apr 15 02:53:56 +0000 2016,RT @bugsbunny2163: Is Eileen Gu relevant??? She obviously dose not know me and jumps to conclusions.  Anyone know her handle so I can respo…,2,4234.0,0.106,bugsbunny2163,7489,7610,3,53196,Mon Jul 02 06:11:17 +0000 2012,Is Eileen Gu relevant??? She obviously dose not know me and jumps to conclusions.  Anyone know her handle so I can… https://t.co/ipY3ivvjwA,2,2118.0,0.089,0.017,-1,-6943,"['handle', 'bugsbunny2163', 'relevant', 'obviously', 'respo…', 'know', 'rt', 'dose', 'anyone', 'conclusions', 'gu', 'jumps', 'eileen']",0.0,Neutral,"['can…', 'handle', 'relevant', 'obviously', 'know', 'dose', 'anyone', 'conclusions', 'gu', 'jumps', 'httpstcoipy3ivvjwa', 'eileen']",0.0,Neutral
4306,Tweet,MaitreyaBhakal,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,"""Once a national darling, Eileen Gu savaged online after failing to win gold""

""The online criticism of Eileen Gu a… https://t.co/Rphrq7yOco",70,113382.891,0.114,MaitreyaBhakal,7489,7610,3,53196,Mon Jul 02 06:11:17 +0000 2012,Is Eileen Gu relevant??? She obviously dose not know me and jumps to conclusions.  Anyone know her handle so I can… https://t.co/ipY3ivvjwA,70,113382.891,0.114,0.0,137,15656,"['online', 'darling', 'savaged', 'national', 'failing', 'win', 'gold', 'a…', 'criticism', 'gu', 'eileen', 'httpstcorphrq7yoco']",-0.1531,Negative,"['can…', 'handle', 'relevant', 'obviously', 'know', 'dose', 'anyone', 'conclusions', 'gu', 'jumps', 'httpstcoipy3ivvjwa', 'eileen']",0.0,Neutral
4307,Tweet,MaitreyaBhakal,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,So Eileen Gu won silver. Can't wait for the western propaganda machine to cherry pick the rare comment criticizing… https://t.co/7TSwebfcae,70,113382.891,0.114,MaitreyaBhakal,7489,7610,3,53196,Mon Jul 02 06:11:17 +0000 2012,Is Eileen Gu relevant??? She obviously dose not know me and jumps to conclusions.  Anyone know her handle so I can… https://t.co/ipY3ivvjwA,70,113382.891,0.114,0.0,137,15656,"['machine', 'httpstco7tswebfcae', 'wait', 'silver', 'criticizing…', 'cant', 'rare', 'cherry', 'pick', 'propaganda', 'gu', 'comment', 'western', 'eileen']",0.4522,Positive,"['can…', 'handle', 'relevant', 'obviously', 'know', 'dose', 'anyone', 'conclusions', 'gu', 'jumps', 'httpstcoipy3ivvjwa', 'eileen']",0.0,Neutral
4308,RT,maoka07668537,13,58,0,124,Mon Nov 30 09:59:53 +0000 2020,RT @Olympics: Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,1,0.0,0.125,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,394,1137546.13,0.162,-0.037000000000000005,-13147,-6564066,"['httpstcouqsc9bdblc', '😁', 'today', 'olympics', 'ailing', 'rt', 'gu', 'eileen']",0.0,Neutral,"['httpstcouqsc9bdblc', '😁', 'today', 'ailing', 'gu', 'eileen']",0.0,Neutral
4309,Tweet,KAGSnews,6594,1252,197,65424,Thu Oct 13 18:47:59 +0000 2011,"Beijing Rewind, Feb. 14: Shiffrin's downhill debut, US adds to medal count https://t.co/K8re3VvAML",2,0.0,0.0,KAGSnews,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,2,0.0,0.0,0.0,-12950,-6557485,"['feb', 'httpstcok8re3vvaml', 'beijing', 'shiffrins', 'rewind', 'debut', '14', 'us', 'downhill', 'medal', 'count', 'adds']",0.4767,Positive,"['httpstcouqsc9bdblc', '😁', 'today', 'ailing', 'gu', 'eileen']",0.0,Neutral
4310,Tweet,AsianGamesOCA,43552,39,98,1768,Mon Sep 17 05:35:24 +0000 2018,"🥁🥁🥁

Presenting Eileen Gu, with her second medal at Winter Olympics! 🥇🥈

The freestyle skier is now in contention t… https://t.co/CRdPDVEXNz",2,0.0,0.0,AsianGamesOCA,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Which Ailing (Eileen) Gu are you today? 😁 https://t.co/uQSc9BDBLC,2,0.0,0.0,0.0,-13049,-6520527,"['t…', 'second', 'skier', 'freestyle', 'medal', 'httpstcocrdpdvexnz', 'winter', 'gu', 'contention', '🥁🥁🥁', 'presenting', 'olympics', '🥇🥈', 'eileen']",0.6239,Positive,"['httpstcouqsc9bdblc', '😁', 'today', 'ailing', 'gu', 'eileen']",0.0,Neutral
4311,RT,zqBks37xyOsP9CS,1616,1727,0,2348,Sun Nov 22 08:10:41 +0000 2020,"RT @Beijing2022: 15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU AILING…",1,0.0,0.102,Beijing2022,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",68,119610.167,0.125,-0.023000000000000007,-1423,-369583,"['feb', 'congratulations', '15', 'freestyleskiing', 'freeski', 'day1️⃣1️⃣', 'slopestyle', 'silver', 'ailing', 'eileenchn', 'womens', 'beijing2022', 'rt', 'ailing…', 'gu']",0.636,Positive,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4312,RT,T34Mustang,963,653,7,28566,Sun Nov 11 05:39:33 +0000 2018,"RT @lenintifada: Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but the vast…",1,0.0,0.092,lenintifada,1706,435,9,20779,Wed Sep 09 06:36:56 +0000 2020,"Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but th… https://t.co/PIEoaItx5n",41,79177.539,0.111,-0.019000000000000003,-2,-743,"['lenintifada', 'fascistic', 'harrassment', 'asian', 'rt', 'hundreds', 'tens', 'violence', 'women', 'missing', 'vast…', 'us', 'cases']",-0.4854,Negative,"['fascistic', 'harrassment', 'asian', 'hundreds', 'tens', 'violence', 'women', 'missing', 'us', 'th…', 'cases', 'httpstcopieoaitx5n']",-0.4854,Negative
4313,RT,kadiridapo,2005,4397,7,214943,Fri Mar 28 18:14:36 +0000 2014,"RT @lenintifada: Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but the vast…",1,0.0,0.092,lenintifada,1706,435,9,20779,Wed Sep 09 06:36:56 +0000 2020,"Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but th… https://t.co/PIEoaItx5n",41,79177.539,0.111,-0.019000000000000003,-2,299,"['lenintifada', 'fascistic', 'harrassment', 'asian', 'rt', 'hundreds', 'tens', 'violence', 'women', 'missing', 'vast…', 'us', 'cases']",-0.4854,Negative,"['fascistic', 'harrassment', 'asian', 'hundreds', 'tens', 'violence', 'women', 'missing', 'us', 'th…', 'cases', 'httpstcopieoaitx5n']",-0.4854,Negative
4314,RT,FitnessSportHub,1068,3072,428,97906,Fri Mar 11 07:45:33 +0000 2016,"RT @Olympics: Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022

Amazing!…",1,0.0,0.125,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,394,1137546.13,0.162,-0.037000000000000005,-12719,-6563011,"['takes', 'amazing…', '’', 'silver', 'slopestyle', 'ailing', 'rt', 'beijing2022', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'olympics', 'second', 'eileen']",0.5696,Positive,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4315,Tweet,StephenWadeAP,5063,519,272,17510,Fri Jul 22 18:08:55 +0000 2011,"Eileen Gu: Navigating two cultures, judged by both of them (from @AP) https://t.co/x22o95VwdD",4,2118.0,0.115,StephenWadeAP,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,Ailing (Eileen) Gu takes #Silver in the women’s #FreestyleSkiing slopestyle event! Her second medal of #Beijing2022… https://t.co/Amofcg94eP,4,2118.0,0.115,0.0,-12875,-6559016,"['judged', 'cultures', 'httpstcox22o95vwdd', 'ap', 'navigating', 'gu', 'two', 'eileen']",0.0,Neutral,"['takes', '’', 'silver', 'slopestyle', 'ailing', 'httpstcoamofcg94ep', 'medal', 'women', 'gu', 'event', 'freestyleskiing', 'beijing2022…', 'second', 'eileen']",0.5255,Positive
4316,RT,CaamKaze225,129,120,3,72481,Sat May 17 22:42:34 +0000 2014,"RT @MargaretZhang: 【爱玲】As we count down the hours till Beijing’s Winter Olympics opening ceremony, a moment for our third VOGUE+ guest edit…",1,0.0,0.0,MargaretZhang,28637,155,321,23223,Wed Aug 05 09:55:23 +0000 2009,"【爱玲】As we count down the hours till Beijing’s Winter Olympics opening ceremony, a moment for our third VOGUE+ guest… https://t.co/OgNbLXN3I6",1,0.0,0.0,0.0,-318,-28508,"['’', 'edit…', 'rt', 'opening', 'beijing', 'vogue', 'guest', 'winter', '【爱玲】as', 'moment', 'ceremony', 'hours', 'margaretzhang', 'olympics', 'count', 'third', 'till']",0.0,Neutral,"['httpstcoognblxn3i6', 'guest…', '’', 'opening', 'beijing', 'vogue', 'winter', '【爱玲】as', 'moment', 'ceremony', 'hours', 'olympics', 'count', 'third', 'till']",0.0,Neutral
4317,Tweet,hrhea69,47,1417,1,4967,Wed Oct 24 22:29:57 +0000 2012,"Eileen Gu has won silver in the freeski slopestyle, the second medal at the Beijing Olympics for the U.S.-born free… https://t.co/or4jTeCIrd",2,0.0,0.0,hrhea69,28637,155,321,23223,Wed Aug 05 09:55:23 +0000 2009,"【爱玲】As we count down the hours till Beijing’s Winter Olympics opening ceremony, a moment for our third VOGUE+ guest… https://t.co/OgNbLXN3I6",2,0.0,0.0,0.0,-320,-28590,"['httpstcoor4jtecird', 'beijing', 'free…', 'freeski', 'olympics', 'slopestyle', 'silver', 'medal', 'gu', 'second', 'usborn', 'eileen']",0.7783,Positive,"['httpstcoognblxn3i6', 'guest…', '’', 'opening', 'beijing', 'vogue', 'winter', '【爱玲】as', 'moment', 'ceremony', 'hours', 'olympics', 'count', 'third', 'till']",0.0,Neutral
4318,Tweet,by_the_pool,2190,1268,75,40962,Wed Jan 25 09:58:19 +0000 2012,"""Eileen Gu gets silver in freeski slopestyle, adding to her gold from big air."" by BY JOHN BRANCH via NYT https://t.co/PnezY4JEk8",2,0.0,0.0,by_the_pool,28637,155,321,23223,Wed Aug 05 09:55:23 +0000 2009,"【爱玲】As we count down the hours till Beijing’s Winter Olympics opening ceremony, a moment for our third VOGUE+ guest… https://t.co/OgNbLXN3I6",2,0.0,0.0,0.0,-246,-26447,"['httpstcopnezy4jek8', 'slopestyle', 'silver', 'gets', 'gold', 'john', 'adding', 'gu', 'air', 'via', 'freeski', 'branch', 'big', 'eileen', 'nyt']",0.0,Neutral,"['httpstcoognblxn3i6', 'guest…', '’', 'opening', 'beijing', 'vogue', 'winter', '【爱玲】as', 'moment', 'ceremony', 'hours', 'olympics', 'count', 'third', 'till']",0.0,Neutral
4319,Tweet,by_the_pool,2190,1268,75,40962,Wed Jan 25 09:58:19 +0000 2012,"""Eileen Gu gets second in her second event."" by BY CHANG W. LEE AND JAMES HILL via NYT https://t.co/JpJIEazws7",2,0.0,0.0,by_the_pool,28637,155,321,23223,Wed Aug 05 09:55:23 +0000 2009,"【爱玲】As we count down the hours till Beijing’s Winter Olympics opening ceremony, a moment for our third VOGUE+ guest… https://t.co/OgNbLXN3I6",2,0.0,0.0,0.0,-246,-26447,"['gets', 'chang', 'event', 'hill', 'via', 'lee', 'httpstcojpjieazws7', 'james', 'w', 'gu', 'second', 'eileen', 'nyt']",0.0,Neutral,"['httpstcoognblxn3i6', 'guest…', '’', 'opening', 'beijing', 'vogue', 'winter', '【爱玲】as', 'moment', 'ceremony', 'hours', 'olympics', 'count', 'third', 'till']",0.0,Neutral
4320,Tweet,by_the_pool,2190,1268,75,40962,Wed Jan 25 09:58:19 +0000 2012,"""Eileen Gu Gets Silver in Freeski Slopestyle, Adding to Her Gold From Big Air"" by BY JOHN BRANCH via NYT https://t.co/RZqC6KaucB",2,0.0,0.0,by_the_pool,28637,155,321,23223,Wed Aug 05 09:55:23 +0000 2009,"【爱玲】As we count down the hours till Beijing’s Winter Olympics opening ceremony, a moment for our third VOGUE+ guest… https://t.co/OgNbLXN3I6",2,0.0,0.0,0.0,-246,-26447,"['slopestyle', 'silver', 'gets', 'httpstcorzqc6kaucb', 'gold', 'john', 'adding', 'gu', 'air', 'via', 'freeski', 'branch', 'big', 'eileen', 'nyt']",0.0,Neutral,"['httpstcoognblxn3i6', 'guest…', '’', 'opening', 'beijing', 'vogue', 'winter', '【爱玲】as', 'moment', 'ceremony', 'hours', 'olympics', 'count', 'third', 'till']",0.0,Neutral
4321,RT,HeYouMingSuper,7,46,0,28,Fri Jan 28 01:43:49 +0000 2022,"RT @Beijing2022: 15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU AILING…",1,0.0,0.102,Beijing2022,371199,1058,1423,4480,Thu Oct 30 04:11:30 +0000 2014,"15 Feb - Day1️⃣1️⃣
#FreestyleSkiing - Women's Freeski Slopestyle

#Silver GU AILING EILEEN-CHN

Congratulations! GU… https://t.co/QkrGQc12fO",68,119610.167,0.125,-0.023000000000000007,-1423,-371192,"['feb', 'congratulations', '15', 'freestyleskiing', 'freeski', 'day1️⃣1️⃣', 'slopestyle', 'silver', 'ailing', 'eileenchn', 'womens', 'beijing2022', 'rt', 'ailing…', 'gu']",0.636,Positive,"['feb', 'congratulations', 'freestyleskiing', '15', 'freeski', 'day1️⃣1️⃣', 'gu…', 'slopestyle', 'silver', 'httpstcoqkrgqc12fo', 'ailing', 'eileenchn', 'womens', 'gu']",0.636,Positive
4322,RT,AOZORASEI1833,1643,4406,7,212784,Thu Jul 05 10:17:59 +0000 2018,"RT @Olympics: Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co…",1,0.0,0.125,Olympics,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co/HwRaaZQe1z",394,1137546.13,0.162,-0.037000000000000005,-13140,-6562436,"['fueling', '😂', 'rt', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'httpstco…', 'gu', 'olympics', 'reminder', 'energised', 'eileen']",0.4767,Positive,"['fueling', 'httpstcohwraazqe1z', '😂', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'gu', 'reminder', 'energised', 'eileen']",0.4767,Positive
4323,Tweet,akilligundem,1180,0,2,91292,Tue Oct 08 18:10:02 +0000 2013,"Eileen Gu Gets Silver in Freeski Slopestyle, Adding to Her Gold From Big Air 
Denis Darnel - #AkilliGundem… https://t.co/3JRbZk8cjI",2,0.0,0.0,akilligundem,6564079,5056,13147,19786,Tue Jun 30 15:23:29 +0000 2009,"Eileen Gu is a mood. 😂

Reminder to everyone on or off the slopes - stay energised and keep fueling yourself. 🔋💪 https://t.co/HwRaaZQe1z",2,0.0,0.0,0.0,-13145,-6562899,"['gets', 'air', 'gold', 'freeski', 'akilligundem…', 'adding', 'slopestyle', 'silver', 'darnel', 'httpstco3jrbzk8cji', 'gu', 'big', 'eileen', 'denis']",0.0,Neutral,"['fueling', 'httpstcohwraazqe1z', '😂', 'mood', 'everyone', 'stay', 'slopes', '🔋💪', 'keep', 'gu', 'reminder', 'energised', 'eileen']",0.4767,Positive
4324,RT,flowmogogo,37,213,0,41833,Fri Jul 18 01:33:37 +0000 2014,"RT @lenintifada: Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but the vast…",4,50272.513,0.129,lenintifada,1706,435,9,20779,Wed Sep 09 06:36:56 +0000 2020,"Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but th… https://t.co/PIEoaItx5n",41,79177.539,0.111,0.018000000000000002,-9,-1669,"['lenintifada', 'fascistic', 'harrassment', 'asian', 'rt', 'hundreds', 'tens', 'violence', 'women', 'missing', 'vast…', 'us', 'cases']",-0.4854,Negative,"['fascistic', 'harrassment', 'asian', 'hundreds', 'tens', 'violence', 'women', 'missing', 'us', 'th…', 'cases', 'httpstcopieoaitx5n']",-0.4854,Negative
4325,Tweet,rogue_corq,1581,1616,12,516225,Sun Mar 05 09:32:38 +0000 2017,"Eileen Gu: Navigating two cultures, judged by both of them https://t.co/VIBxagMbTs",2,0.0,0.0,rogue_corq,1706,435,9,20779,Wed Sep 09 06:36:56 +0000 2020,"Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but th… https://t.co/PIEoaItx5n",2,0.0,0.0,0.0,3,-125,"['judged', 'httpstcovibxagmbts', 'cultures', 'navigating', 'gu', 'two', 'eileen']",0.0,Neutral,"['fascistic', 'harrassment', 'asian', 'hundreds', 'tens', 'violence', 'women', 'missing', 'us', 'th…', 'cases', 'httpstcopieoaitx5n']",-0.4854,Negative
4326,Tweet,sameepshastri,18195,788,29,155996,Thu Jun 04 19:37:27 +0000 2009,"Eileen Gu: Navigating two cultures, judged by both of them https://t.co/E6Ddfhi2hp",2,0.0,0.0,sameepshastri,1706,435,9,20779,Wed Sep 09 06:36:56 +0000 2020,"Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but th… https://t.co/PIEoaItx5n",2,0.0,0.0,0.0,20,16489,"['judged', 'cultures', 'httpstcoe6ddfhi2hp', 'navigating', 'gu', 'two', 'eileen']",0.0,Neutral,"['fascistic', 'harrassment', 'asian', 'hundreds', 'tens', 'violence', 'women', 'missing', 'us', 'th…', 'cases', 'httpstcopieoaitx5n']",-0.4854,Negative
4327,Tweet,ATGBrokers,79,238,1,286351,Mon Jun 01 19:16:20 +0000 2009,New post (Eileen Gu Takes Silver in Slopestyle) has been published on https://t.co/RaBjl5DDcP - https://t.co/b2fVvX5cOF,2,0.0,0.0,ATGBrokers,1706,435,9,20779,Wed Sep 09 06:36:56 +0000 2020,"Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but th… https://t.co/PIEoaItx5n",2,0.0,0.0,0.0,-8,-1627,"['takes', 'httpstcorabjl5ddcp', 'httpstcob2fvvx5cof', 'post', 'slopestyle', 'silver', 'published', 'new', 'gu', 'eileen']",0.0,Neutral,"['fascistic', 'harrassment', 'asian', 'hundreds', 'tens', 'violence', 'women', 'missing', 'us', 'th…', 'cases', 'httpstcopieoaitx5n']",-0.4854,Negative
4328,Tweet,wqad,47346,806,475,121054,Thu Mar 12 16:51:37 +0000 2009,"Beijing Rewind, Feb. 14: Shiffrin's downhill debut, US adds to medal count https://t.co/rFJjrn5S0M",2,0.0,0.0,wqad,1706,435,9,20779,Wed Sep 09 06:36:56 +0000 2020,"Hundreds of asian women missing in the US, tens of cases of fascistic violence and harrassment against them, but th… https://t.co/PIEoaItx5n",2,0.0,0.0,0.0,466,45640,"['feb', 'beijing', 'shiffrins', 'rewind', 'debut', '14', 'us', 'downhill', 'medal', 'count', 'httpstcorfjjrn5s0m', 'adds']",0.4767,Positive,"['fascistic', 'harrassment', 'asian', 'hundreds', 'tens', 'violence', 'women', 'missing', 'us', 'th…', 'cases', 'httpstcopieoaitx5n']",-0.4854,Negative
4329,RT,As148d,6,69,0,22,Tue Feb 15 06:43:18 +0000 2022,RT @wfaa: Eileen Gu is trying to become the first action-sports star to win three medals at the same Olympics. https://t.co/t436pMkMKx,1,0.0,0.0,wfaa,588876,3996,3267,262098,Fri Aug 01 20:46:33 +0000 2008,Eileen Gu is trying to become the first action-sports star to win three medals at the same Olympics. https://t.co/t436pMkMKx,3,0.0,0.0,0.0,-3267,-588870,"['httpstcot436pmkmkx', 'wfaa', 'rt', 'three', 'actionsports', 'medals', 'star', 'win', 'first', 'gu', 'trying', 'olympics', 'become', 'eileen']",0.5859,Positive,"['three', 'star', 'actionsports', 'httpstcot436pmkmkx', 'win', 'medals', 'olympics', 'first', 'gu', 'become', 'eileen', 'trying']",0.5859,Positive
4330,RT,Rainman951,34,128,0,1840,Sat Oct 10 04:24:20 +0000 2020,"RT @MaitreyaBhakal: Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaulting…",1,0.0,0.095,MaitreyaBhakal,23145,1003,140,12610,Thu Aug 20 15:19:37 +0000 2009,"Western men's obsession with Asian women knows no bounds. When they're not murdering them, fetishizing them, assaul… https://t.co/csVX0vUUfk",70,113382.891,0.114,-0.019000000000000003,-140,-23111,"['obsession', 'maitreyabhakal', 'western', 'bounds', 'assaulting…', 'mens', 'asian', 'theyre', 'fetishizing', 'murdering', 'rt', 'knows', 'women']",-0.0408,Negative,"['western', 'obsession', 'bounds', 'asian', 'mens', 'theyre', 'fetishizing', 'httpstcocsvx0vuufk', 'assaul…', 'murdering', 'knows', 'women']",-0.0408,Negative
